year,pct,stops,stop_arrests,arrests,crimes,Latitude,Longitude,population
2010,66,2779,419,1837,4920,40.632248310166375,-73.98433953475039,191382
2011,66,3827,326,1651,4887,40.632248310166375,-73.98433953475039,191382
2012,66,3435,322,1769,4935,40.632248310166375,-73.98433953475039,191382
2013,66,1944,198,1871,4756,40.632248310166375,-73.98433953475039,191382
2014,66,932,98,1984,4472,40.632248310166375,-73.98433953475039,191382
2015,66,468,89,2038,4626,40.632248310166375,-73.98433953475039,191382
2016,66,237,66,2031,4429,40.632248310166375,-73.98433953475039,191382
2017,66,52,10,1568,4143,40.632248310166375,-73.98433953475039,191382
2018,66,55,3,1293,4011,40.632248310166375,-73.98433953475039,191382
2006,67,6258,157,6590,9898,40.648304987593995,-73.93371080131583,155252
2007,67,5261,488,7258,9180,40.648304987593995,-73.93371080131583,155252
2008,67,6860,353,6308,9250,40.648304987593995,-73.93371080131583,155252
2009,67,12385,588,7038,9191,40.648304987593995,-73.93371080131583,155252
2010,67,11945,429,6598,8980,40.648304987593995,-73.93371080131583,155252
2011,67,13093,420,6598,9103,40.648304987593995,-73.93371080131583,155252
2012,67,10832,302,7327,9367,40.648304987593995,-73.93371080131583,155252
2013,67,4317,227,6993,9560,40.648304987593995,-73.93371080131583,155252
2014,67,1248,93,7511,10082,40.648304987593995,-73.93371080131583,155252
2015,67,769,40,6754,9874,40.648304987593995,-73.93371080131583,155252
2016,67,269,17,5832,10106,40.648304987593995,-73.93371080131583,155252
2017,67,244,46,5074,9514,40.648304987593995,-73.93371080131583,155252
2018,67,289,64,4736,9667,40.648304987593995,-73.93371080131583,155252
2006,68,1995,154,1946,5422,40.624853227894725,-74.02353636719293,124491
2007,68,2671,175,2234,5318,40.624853227894725,-74.02353636719293,124491
2008,68,3385,243,2206,5424,40.624853227894725,-74.02353636719293,124491
2009,68,2545,306,2463,5314,40.624853227894725,-74.02353636719293,124491
2010,68,2639,258,2476,5174,40.624853227894725,-74.02353636719293,124491
2011,68,2890,321,2313,4818,40.624853227894725,-74.02353636719293,124491
2012,68,2557,184,2067,5082,40.624853227894725,-74.02353636719293,124491
2013,68,1588,152,2293,5115,40.624853227894725,-74.02353636719293,124491
2014,68,109,16,2316,4711,40.624853227894725,-74.02353636719293,124491
2015,68,70,10,2144,4845,40.624853227894725,-74.02353636719293,124491
2016,68,86,17,2625,5159,40.624853227894725,-74.02353636719293,124491
2017,68,85,36,2898,4968,40.624853227894725,-74.02353636719293,124491
2018,68,50,15,2502,4335,40.624853227894725,-74.02353636719293,124491
2006,69,6122,147,2770,5479,40.639023123456795,-73.90118177209877,84480
2007,69,4601,192,2922,4989,40.639023123456795,-73.90118177209877,84480
2008,69,6694,235,2847,5112,40.639023123456795,-73.90118177209877,84480
2009,69,5667,254,2725,5006,40.639023123456795,-73.90118177209877,84480
2010,69,6566,283,3003,4839,40.639023123456795,-73.90118177209877,84480
2011,69,6117,199,3158,4979,40.639023123456795,-73.90118177209877,84480
2012,69,5369,168,3237,5245,40.639023123456795,-73.90118177209877,84480
2013,69,2911,160,3112,4927,40.639023123456795,-73.90118177209877,84480
2014,69,833,62,3788,4830,40.639023123456795,-73.90118177209877,84480
2015,69,167,19,2985,4640,40.639023123456795,-73.90118177209877,84480
2016,69,25,6,2801,4658,40.639023123456795,-73.90118177209877,84480
2017,69,166,53,2851,4424,40.639023123456795,-73.90118177209877,84480
2018,69,157,44,2176,4158,40.639023123456795,-73.90118177209877,84480
2006,70,9287,279,5435,9356,40.631468616777,-73.95943076622518,160664
2007,70,9957,281,5800,8790,40.631468616777,-73.95943076622518,160664
2008,70,10479,341,5750,8546,40.631468616777,-73.95943076622518,160664
2009,70,10287,303,6012,8029,40.631468616777,-73.95943076622518,160664
2010,70,10291,294,6286,7879,40.631468616777,-73.95943076622518,160664
2011,70,12304,254,5600,7813,40.631468616777,-73.95943076622518,160664
2012,70,11248,152,5108,7903,40.631468616777,-73.95943076622518,160664
2013,70,4033,152,5153,7816,40.631468616777,-73.95943076622518,160664
2014,70,598,34,5401,7699,40.631468616777,-73.95943076622518,160664
2015,70,557,30,4384,7615,40.631468616777,-73.95943076622518,160664
2016,70,108,16,3840,7356,40.631468616777,-73.95943076622518,160664
2017,70,109,33,4045,7198,40.631468616777,-73.95943076622518,160664
2018,70,115,30,3874,6945,40.631468616777,-73.95943076622518,160664
2006,71,4194,142,4950,7390,40.663193247343,-73.94784906859903,98429
2007,71,4299,190,5700,7351,40.663193247343,-73.94784906859903,98429
2008,71,4817,213,4916,7106,40.663193247343,-73.94784906859903,98429
2009,71,6865,281,5246,7063,40.663193247343,-73.94784906859903,98429
2010,71,7212,268,5827,7500,40.663193247343,-73.94784906859903,98429
2011,71,6014,527,5724,7397,40.663193247343,-73.94784906859903,98429
2012,71,4676,354,5012,7139,40.663193247343,-73.94784906859903,98429
2013,71,2860,253,4921,6948,40.663193247343,-73.94784906859903,98429
2014,71,546,51,5075,7053,40.663193247343,-73.94784906859903,98429
2015,71,252,32,4733,6969,40.663193247343,-73.94784906859903,98429
2016,71,192,36,4316,6824,40.663193247343,-73.94784906859903,98429
2017,71,200,31,3799,6280,40.663193247343,-73.94784906859903,98429
2018,71,179,22,3072,6046,40.663193247343,-73.94784906859903,98429
2006,72,4916,132,4271,5983,40.6517336727711,-74.00061301277108,126230
2007,72,3625,181,4419,5580,40.6517336727711,-74.00061301277108,126230
2008,72,3743,201,4036,5765,40.6517336727711,-74.00061301277108,126230
2009,72,3999,312,3778,5251,40.6517336727711,-74.00061301277108,126230
2010,72,4390,337,3998,5518,40.6517336727711,-74.00061301277108,126230
2011,72,6977,222,3631,5279,40.6517336727711,-74.00061301277108,126230
2012,72,5199,230,3555,5483,40.6517336727711,-74.00061301277108,126230
2013,72,2265,158,3550,5417,40.6517336727711,-74.00061301277108,126230
2014,72,195,13,3589,5298,40.6517336727711,-74.00061301277108,126230
2015,72,149,20,3143,5290,40.6517336727711,-74.00061301277108,126230
2016,72,124,45,3260,5152,40.6517336727711,-74.00061301277108,126230
2017,72,150,60,3748,5260,40.6517336727711,-74.00061301277108,126230
2018,72,193,41,3286,5232,40.6517336727711,-74.00061301277108,126230
2006,73,26294,221,9081,9768,40.66845446503069,-73.91107022914112,86468
2007,73,21760,429,10965,10118,40.66845446503069,-73.91107022914112,86468
2008,73,22960,566,11292,10501,40.66845446503069,-73.91107022914112,86468
2009,73,26710,597,12552,11329,40.66845446503069,-73.91107022914112,86468
2010,73,19539,720,13109,11228,40.66845446503069,-73.91107022914112,86468
2011,73,25167,1147,14326,11638,40.66845446503069,-73.91107022914112,86468
2012,73,22148,513,12752,11807,40.66845446503069,-73.91107022914112,86468
2013,73,8001,314,11018,10466,40.66845446503069,-73.91107022914112,86468
2014,73,866,122,10494,9937,40.66845446503069,-73.91107022914112,86468
2015,73,285,47,8960,9762,40.66845446503069,-73.91107022914112,86468
2016,73,186,35,7858,9278,40.66845446503069,-73.91107022914112,86468
2017,73,241,68,6204,8834,40.66845446503069,-73.91107022914112,86468
2018,73,283,68,5482,9511,40.66845446503069,-73.91107022914112,86468
2006,75,29631,416,12204,15053,40.66989566984867,-73.88104544039575,183328
2007,75,23538,739,13086,15741,40.66989566984867,-73.88104544039575,183328
2008,75,27771,684,13673,15687,40.66989566984867,-73.88104544039575,183328
2009,75,31660,890,15425,16894,40.66989566984867,-73.88104544039575,183328
2010,75,26938,1083,15505,16749,40.66989566984867,-73.88104544039575,183328
2011,75,31100,1105,15748,16978,40.66989566984867,-73.88104544039575,183328
2012,75,24408,612,15232,17256,40.66989566984867,-73.88104544039575,183328
2013,75,6928,351,14713,17038,40.66989566984867,-73.88104544039575,183328
2014,75,917,183,13781,17532,40.66989566984867,-73.88104544039575,183328
2015,75,543,78,11830,16138,40.66989566984867,-73.88104544039575,183328
2016,75,330,27,10194,15067,40.66989566984867,-73.88104544039575,183328
2017,75,102,16,8144,15055,40.66989566984867,-73.88104544039575,183328
2018,75,432,85,6694,14791,40.66989566984867,-73.88104544039575,183328
2006,76,3960,231,2632,3272,40.679751438079464,-74.00171729966887,43694
2007,76,4060,270,2324,3098,40.679751438079464,-74.00171729966887,43694
2008,76,5546,256,2200,2928,40.679751438079464,-74.00171729966887,43694
2009,76,5421,324,2136,2796,40.679751438079464,-74.00171729966887,43694
2010,76,5502,300,2076,2916,40.679751438079464,-74.00171729966887,43694
2011,76,4659,248,1838,2852,40.679751438079464,-74.00171729966887,43694
2012,76,4480,284,2227,3079,40.679751438079464,-74.00171729966887,43694
2013,76,2434,133,1839,2702,40.679751438079464,-74.00171729966887,43694
2014,76,428,34,1763,2654,40.679751438079464,-74.00171729966887,43694
2015,76,170,26,1630,2534,40.679751438079464,-74.00171729966887,43694
2016,76,131,53,2298,2628,40.679751438079464,-74.00171729966887,43694
2017,76,89,43,2404,2586,40.679751438079464,-74.00171729966887,43694
2018,76,94,27,2080,2650,40.679751438079464,-74.00171729966887,43694
2006,77,8530,138,6093,7541,40.67457953696681,-73.94734778436019,96309
2007,77,9099,360,6414,8293,40.67457953696681,-73.94734778436019,96309
2008,77,8321,701,6539,7770,40.67457953696681,-73.94734778436019,96309
2009,77,10375,719,6626,7442,40.67457953696681,-73.94734778436019,96309
2010,77,11045,539,7077,7699,40.67457953696681,-73.94734778436019,96309
2011,77,11405,492,6957,8105,40.67457953696681,-73.94734778436019,96309
2012,77,9934,371,6232,7907,40.67457953696681,-73.94734778436019,96309
2013,77,3442,193,6243,7755,40.67457953696681,-73.94734778436019,96309
2014,77,373,56,5725,7437,40.67457953696681,-73.94734778436019,96309
2015,77,143,18,4387,6513,40.67457953696681,-73.94734778436019,96309
2016,77,130,23,4351,6310,40.67457953696681,-73.94734778436019,96309
2017,77,203,41,4310,6157,40.67457953696681,-73.94734778436019,96309
2018,77,143,33,3650,6203,40.67457953696681,-73.94734778436019,96309
2006,78,2762,123,2033,3456,40.67206255022224,-73.98116871066668,61099
2007,78,2104,90,1675,3377,40.67206255022224,-73.98116871066668,61099
2008,78,2213,64,1674,3346,40.67206255022224,-73.98116871066668,61099
2009,78,2432,71,1659,2935,40.67206255022224,-73.98116871066668,61099
2010,78,3038,92,1470,3127,40.67206255022224,-73.98116871066668,61099
2011,78,3555,167,1494,3052,40.67206255022224,-73.98116871066668,61099
2012,78,3281,99,1803,3546,40.67206255022224,-73.98116871066668,61099
2013,78,1746,51,2302,3952,40.67206255022224,-73.98116871066668,61099
2014,78,167,9,2244,3977,40.67206255022224,-73.98116871066668,61099
2015,78,83,7,2420,3869,40.67206255022224,-73.98116871066668,61099
2016,78,96,18,2378,4138,40.67206255022224,-73.98116871066668,61099
2017,78,81,17,2212,3889,40.67206255022224,-73.98116871066668,61099
2018,78,109,48,1783,4037,40.67206255022224,-73.98116871066668,61099
2006,79,15865,267,6943,8398,40.68869692487805,-73.94957060390243,90263
2007,79,18876,827,8247,8833,40.68869692487805,-73.94957060390243,90263
2008,79,18609,952,7483,8810,40.68869692487805,-73.94957060390243,90263
2009,79,20726,1096,9467,7977,40.68869692487805,-73.94957060390243,90263
2010,79,15304,768,8386,8481,40.68869692487805,-73.94957060390243,90263
2011,79,14495,551,7767,8147,40.68869692487805,-73.94957060390243,90263
2012,79,15294,489,7795,8350,40.68869692487805,-73.94957060390243,90263
2013,79,5481,339,7802,8113,40.68869692487805,-73.94957060390243,90263
2014,79,1452,204,6573,7515,40.68869692487805,-73.94957060390243,90263
2015,79,582,60,5087,6768,40.68869692487805,-73.94957060390243,90263
2016,79,238,30,4527,6950,40.68869692487805,-73.94957060390243,90263
2017,79,237,57,4120,7021,40.68869692487805,-73.94957060390243,90263
2018,79,230,47,3828,7510,40.68869692487805,-73.94957060390243,90263
2006,81,5488,106,4026,6017,40.685816059886996,-73.92883128135591,62722
2007,81,7938,232,4840,6369,40.685816059886996,-73.92883128135591,62722
2008,81,9687,472,5028,6529,40.685816059886996,-73.92883128135591,62722
2009,81,9101,582,5643,6702,40.685816059886996,-73.92883128135591,62722
2010,81,11155,553,6241,7195,40.685816059886996,-73.92883128135591,62722
2011,81,13651,460,5918,6541,40.685816059886996,-73.92883128135591,62722
2012,81,9709,376,5775,6838,40.685816059886996,-73.92883128135591,62722
2013,81,2124,165,5339,6683,40.685816059886996,-73.92883128135591,62722
2014,81,266,58,4827,6396,40.685816059886996,-73.92883128135591,62722
2015,81,119,8,3940,5675,40.685816059886996,-73.92883128135591,62722
2016,81,129,20,3747,5332,40.685816059886996,-73.92883128135591,62722
2017,81,132,29,2948,5057,40.685816059886996,-73.92883128135591,62722
2018,81,123,32,2157,5017,40.685816059886996,-73.92883128135591,62722
2006,83,5745,135,6896,7464,40.69575650268658,-73.91842045611939,112634
2007,83,6850,246,7147,7110,40.69575650268658,-73.91842045611939,112634
2008,83,9296,566,7116,7168,40.69575650268658,-73.91842045611939,112634
2009,83,9436,568,7067,6664,40.69575650268658,-73.91842045611939,112634
2010,83,9575,685,6924,6679,40.69575650268658,-73.91842045611939,112634
2011,83,15021,773,7737,6772,40.69575650268658,-73.91842045611939,112634
2012,83,11811,574,7213,7171,40.69575650268658,-73.91842045611939,112634
2013,83,3695,248,6398,7038,40.69575650268658,-73.91842045611939,112634
2014,83,554,97,5528,6644,40.69575650268658,-73.91842045611939,112634
2015,83,241,64,4331,6236,40.69575650268658,-73.91842045611939,112634
2016,83,111,27,3736,6442,40.69575650268658,-73.91842045611939,112634
2017,83,128,23,3492,6538,40.69575650268658,-73.91842045611939,112634
2018,83,146,44,3053,6590,40.69575650268658,-73.91842045611939,112634
2006,84,3646,116,4110,5103,40.69590987647061,-73.98891615986162,48196
2007,84,3043,141,4174,5403,40.69590987647061,-73.98891615986162,48196
2008,84,3509,281,4340,5255,40.69590987647061,-73.98891615986162,48196
2009,84,4010,281,4779,5001,40.69590987647061,-73.98891615986162,48196
2010,84,4360,367,4999,5386,40.69590987647061,-73.98891615986162,48196
2011,84,5214,298,5220,5257,40.69590987647061,-73.98891615986162,48196
2012,84,3830,205,4428,5087,40.69590987647061,-73.98891615986162,48196
2013,84,2221,135,4298,5047,40.69590987647061,-73.98891615986162,48196
2014,84,1065,76,4489,4928,40.69590987647061,-73.98891615986162,48196
2015,84,271,33,4351,4966,40.69590987647061,-73.98891615986162,48196
2016,84,209,32,4331,5249,40.69590987647061,-73.98891615986162,48196
2017,84,165,55,4304,5407,40.69590987647061,-73.98891615986162,48196
2018,84,133,45,3607,5361,40.69590987647061,-73.98891615986162,48196
2006,88,6574,355,2891,4939,40.69246895729928,-73.97139118649639,51421
2007,88,7911,436,3145,5039,40.69246895729928,-73.97139118649639,51421
2008,88,6280,402,2767,4815,40.69246895729928,-73.97139118649639,51421
2009,88,7156,390,3008,4221,40.69246895729928,-73.97139118649639,51421
2010,88,7487,488,3120,4683,40.69246895729928,-73.97139118649639,51421
2011,88,7734,570,3092,4929,40.69246895729928,-73.97139118649639,51421
2012,88,5948,430,3399,5147,40.69246895729928,-73.97139118649639,51421
2013,88,1667,89,2686,4254,40.69246895729928,-73.97139118649639,51421
2014,88,346,44,2721,4340,40.69246895729928,-73.97139118649639,51421
2015,88,104,23,2316,3781,40.69246895729928,-73.97139118649639,51421
2016,88,64,9,2528,3835,40.69246895729928,-73.97139118649639,51421
2017,88,82,15,1858,3664,40.69246895729928,-73.97139118649639,51421
2018,88,109,43,1415,3700,40.69246895729928,-73.97139118649639,51421
2006,90,8348,117,4005,6651,40.708187450704216,-73.94946275311865,116836
2007,90,5418,339,3692,6238,40.708187450704216,-73.94946275311865,116836
2008,90,11249,471,4253,6776,40.708187450704216,-73.94946275311865,116836
2009,90,10398,484,4106,6245,40.708187450704216,-73.94946275311865,116836
2010,90,10393,682,4045,6535,40.708187450704216,-73.94946275311865,116836
2011,90,17566,552,4686,6693,40.708187450704216,-73.94946275311865,116836
2012,90,9846,475,4144,6574,40.708187450704216,-73.94946275311865,116836
2013,90,2251,147,4573,6678,40.708187450704216,-73.94946275311865,116836
2014,90,605,93,3887,6579,40.708187450704216,-73.94946275311865,116836
2015,90,292,29,3608,6630,40.708187450704216,-73.94946275311865,116836
2016,90,247,46,3444,6474,40.708187450704216,-73.94946275311865,116836
2017,90,150,42,3271,6691,40.708187450704216,-73.94946275311865,116836
2018,90,152,29,2539,6426,40.708187450704216,-73.94946275311865,116836
2006,94,2934,64,1476,3171,40.72349859928232,-73.94885262009572,56247
2007,94,2264,83,1395,3106,40.72349859928232,-73.94885262009572,56247
2008,94,2370,102,1411,3193,40.72349859928232,-73.94885262009572,56247
2009,94,1546,145,1637,3084,40.72349859928232,-73.94885262009572,56247
2010,94,1913,129,1876,3126,40.72349859928232,-73.94885262009572,56247
2011,94,2023,137,1637,3219,40.72349859928232,-73.94885262009572,56247
2012,94,2092,146,1816,3537,40.72349859928232,-73.94885262009572,56247
2013,94,486,54,2023,3591,40.72349859928232,-73.94885262009572,56247
2014,94,134,20,1756,3773,40.72349859928232,-73.94885262009572,56247
2015,94,77,11,1413,3658,40.72349859928232,-73.94885262009572,56247
2016,94,73,9,1453,3719,40.72349859928232,-73.94885262009572,56247
2017,94,95,33,1676,3740,40.72349859928232,-73.94885262009572,56247
2018,94,69,14,1365,3788,40.72349859928232,-73.94885262009572,56247
2006,100,2402,197,1621,2530,40.57927079834091,-73.8502250327299,47913
2007,100,3364,224,1756,2480,40.57927079834091,-73.8502250327299,47913
2008,100,2853,241,1904,2561,40.57927079834091,-73.8502250327299,47913
2009,100,3020,301,2062,2669,40.57927079834091,-73.8502250327299,47913
2010,100,3468,335,2100,2546,40.57927079834091,-73.8502250327299,47913
2011,100,5112,360,2072,2472,40.57927079834091,-73.8502250327299,47913
2012,100,4130,234,1875,2603,40.57927079834091,-73.8502250327299,47913
2013,100,1736,103,1859,2418,40.57927079834091,-73.8502250327299,47913
2014,100,200,29,2358,2871,40.57927079834091,-73.8502250327299,47913
2015,100,158,17,2110,2664,40.57927079834091,-73.8502250327299,47913
2016,100,83,17,2073,2906,40.57927079834091,-73.8502250327299,47913
2017,100,99,36,1856,2743,40.57927079834091,-73.8502250327299,47913
2018,100,106,36,1552,2435,40.57927079834091,-73.8502250327299,47913
2006,101,7874,588,3419,4231,40.59987628938993,-73.76119091724141,67065
2007,101,8384,565,3679,4271,40.59987628938993,-73.76119091724141,67065
2008,101,7788,610,3877,4081,40.59987628938993,-73.76119091724141,67065
2009,101,9159,794,3758,3807,40.59987628938993,-73.76119091724141,67065
2010,101,10007,795,3872,3677,40.59987628938993,-73.76119091724141,67065
2011,101,11576,532,3568,3631,40.59987628938993,-73.76119091724141,67065
2012,101,9770,404,3342,4053,40.59987628938993,-73.76119091724141,67065
2013,101,6528,234,3394,4356,40.59987628938993,-73.76119091724141,67065
2014,101,1486,76,4254,4470,40.59987628938993,-73.76119091724141,67065
2015,101,175,30,3180,4466,40.59987628938993,-73.76119091724141,67065
2016,101,109,25,2895,4655,40.59987628938993,-73.76119091724141,67065
2017,101,100,16,2720,4372,40.59987628938993,-73.76119091724141,67065
2018,101,63,17,2701,4455,40.59987628938993,-73.76119091724141,67065
2006,102,4239,459,3839,6627,40.694306063040464,-73.84084882105998,144008
2007,102,4428,549,4383,6862,40.694306063040464,-73.84084882105998,144008
2008,102,7871,744,4764,7064,40.694306063040464,-73.84084882105998,144008
2009,102,6694,930,4282,6635,40.694306063040464,-73.84084882105998,144008
2010,102,8406,884,4384,6351,40.694306063040464,-73.84084882105998,144008
2011,102,9486,738,3925,6303,40.694306063040464,-73.84084882105998,144008
2012,102,6849,822,3926,6302,40.694306063040464,-73.84084882105998,144008
2013,102,2355,323,4502,6780,40.694306063040464,-73.84084882105998,144008
2014,102,1181,169,3916,6297,40.694306063040464,-73.84084882105998,144008
2015,102,621,63,3736,5919,40.694306063040464,-73.84084882105998,144008
2016,102,104,8,4354,5718,40.694306063040464,-73.84084882105998,144008
2017,102,68,10,4228,4955,40.694306063040464,-73.84084882105998,144008
2018,102,77,19,3496,5104,40.694306063040464,-73.84084882105998,144008
2006,103,19463,686,6832,7926,40.703108155322354,-73.78740352758632,105803
2007,103,10507,577,7159,7624,40.703108155322354,-73.78740352758632,105803
2008,103,11706,602,7991,8041,40.703108155322354,-73.78740352758632,105803
2009,103,11157,820,8219,7573,40.703108155322354,-73.78740352758632,105803
2010,103,16420,1129,8610,7762,40.703108155322354,-73.78740352758632,105803
2011,103,17152,1198,8422,7759,40.703108155322354,-73.78740352758632,105803
2012,103,12986,1044,8607,7690,40.703108155322354,-73.78740352758632,105803
2013,103,4944,382,9763,8706,40.703108155322354,-73.78740352758632,105803
2014,103,325,35,9883,8563,40.703108155322354,-73.78740352758632,105803
2015,103,160,13,8979,8542,40.703108155322354,-73.78740352758632,105803
2016,103,102,23,6488,7411,40.703108155322354,-73.78740352758632,105803
2017,103,159,25,4942,6736,40.703108155322354,-73.78740352758632,105803
2018,103,221,22,4132,6546,40.703108155322354,-73.78740352758632,105803
2006,104,7631,230,3982,7697,40.713451036511046,-73.89161074918964,170190
2007,104,6412,259,3545,7146,40.713451036511046,-73.89161074918964,170190
2008,104,7279,237,3776,7382,40.713451036511046,-73.89161074918964,170190
2009,104,7984,389,4337,7333,40.713451036511046,-73.89161074918964,170190
2010,104,7591,332,5059,7944,40.713451036511046,-73.89161074918964,170190
2011,104,6874,559,4818,8985,40.713451036511046,-73.89161074918964,170190
2012,104,4893,440,4561,8433,40.713451036511046,-73.89161074918964,170190
2013,104,1480,193,4421,7221,40.713451036511046,-73.89161074918964,170190
2014,104,497,122,4382,6965,40.713451036511046,-73.89161074918964,170190
2015,104,131,32,3543,5911,40.713451036511046,-73.89161074918964,170190
2016,104,43,3,2998,6036,40.713451036511046,-73.89161074918964,170190
2017,104,106,32,2993,6164,40.713451036511046,-73.89161074918964,170190
2018,104,64,5,2624,5784,40.713451036511046,-73.89161074918964,170190
2006,105,10972,259,4984,8025,40.69897187632918,-73.73704229790384,188582
2007,105,7146,311,4486,7767,40.69897187632918,-73.73704229790384,188582
2008,105,5919,474,3931,7543,40.69897187632918,-73.73704229790384,188582
2009,105,7953,854,4548,7418,40.69897187632918,-73.73704229790384,188582
2010,105,9747,842,4602,6949,40.69897187632918,-73.73704229790384,188582
2011,105,9791,1011,4595,7104,40.69897187632918,-73.73704229790384,188582
2012,105,8198,871,4486,7097,40.69897187632918,-73.73704229790384,188582
2013,105,5163,306,5080,7248,40.69897187632918,-73.73704229790384,188582
2014,105,1708,184,4951,7136,40.69897187632918,-73.73704229790384,188582
2015,105,511,106,3937,7527,40.69897187632918,-73.73704229790384,188582
2016,105,223,66,3799,7238,40.69897187632918,-73.73704229790384,188582
2017,105,162,35,3899,6941,40.69897187632918,-73.73704229790384,188582
2018,105,132,25,3195,7101,40.69897187632918,-73.73704229790384,188582
2006,106,5522,331,3322,6707,40.6709212875664,-73.8314465217853,122441
2007,106,4124,392,3949,7028,40.6709212875664,-73.8314465217853,122441
2008,106,6465,400,3441,6148,40.6709212875664,-73.8314465217853,122441
2009,106,7812,411,3701,5870,40.6709212875664,-73.8314465217853,122441
2010,106,8446,459,3767,5663,40.6709212875664,-73.8314465217853,122441
2011,106,8643,265,3728,5627,40.6709212875664,-73.8314465217853,122441
2012,106,5019,304,3952,6177,40.6709212875664,-73.8314465217853,122441
2013,106,2831,162,4403,6124,40.6709212875664,-73.8314465217853,122441
2014,106,2228,145,3774,6166,40.6709212875664,-73.8314465217853,122441
2015,106,1481,126,3421,5873,40.6709212875664,-73.8314465217853,122441
2016,106,1264,136,3354,5873,40.6709212875664,-73.8314465217853,122441
2017,106,211,36,2910,5783,40.6709212875664,-73.8314465217853,122441
2018,106,70,21,2777,5918,40.6709212875664,-73.8314465217853,122441
2006,107,6228,261,3383,6507,40.72463296219117,-73.79906270279267,151107
2007,107,5035,262,3010,6055,40.72463296219117,-73.79906270279267,151107
2008,107,5989,218,3098,5950,40.72463296219117,-73.79906270279267,151107
2009,107,6267,246,3462,5670,40.72463296219117,-73.79906270279267,151107
2010,107,6723,337,3419,5463,40.72463296219117,-73.79906270279267,151107
2011,107,5583,365,3101,4972,40.72463296219117,-73.79906270279267,151107
2012,107,4442,321,3115,4790,40.72463296219117,-73.79906270279267,151107
2013,107,1909,169,3309,5036,40.72463296219117,-73.79906270279267,151107
2014,107,1366,139,3228,4635,40.72463296219117,-73.79906270279267,151107
2015,107,570,41,2826,4585,40.72463296219117,-73.79906270279267,151107
2016,107,40,4,2685,4552,40.72463296219117,-73.79906270279267,151107
2017,107,65,10,3142,4765,40.72463296219117,-73.79906270279267,151107
2018,107,103,32,2309,4283,40.72463296219117,-73.79906270279267,151107
2006,108,5321,174,3254,5707,40.74187622411432,-73.92197360319997,113200
2007,108,7107,357,3467,5726,40.74187622411432,-73.92197360319997,113200
2008,108,6237,378,2997,5669,40.74187622411432,-73.92197360319997,113200
2009,108,6920,376,2696,5327,40.74187622411432,-73.92197360319997,113200
2010,108,6743,460,2955,5595,40.74187622411432,-73.92197360319997,113200
2011,108,5860,420,2872,5364,40.74187622411432,-73.92197360319997,113200
2012,108,4096,211,2264,4993,40.74187622411432,-73.92197360319997,113200
2013,108,830,36,2970,5603,40.74187622411432,-73.92197360319997,113200
2014,108,166,12,2800,5244,40.74187622411432,-73.92197360319997,113200
2015,108,92,5,2401,4770,40.74187622411432,-73.92197360319997,113200
2016,108,53,9,2042,4512,40.74187622411432,-73.92197360319997,113200
2017,108,75,22,2191,4804,40.74187622411432,-73.92197360319997,113200
2018,108,77,24,1929,4679,40.74187622411432,-73.92197360319997,113200
2006,109,6443,334,5182,8387,40.77197327975965,-73.8157649145478,247354
2007,109,7405,387,4816,8530,40.77197327975965,-73.8157649145478,247354
2008,109,8242,350,4665,8217,40.77197327975965,-73.8157649145478,247354
2009,109,10174,385,4845,8415,40.77197327975965,-73.8157649145478,247354
2010,109,10200,362,4961,7757,40.77197327975965,-73.8157649145478,247354
2011,109,12864,848,5652,7766,40.77197327975965,-73.8157649145478,247354
2012,109,9682,746,5313,7619,40.77197327975965,-73.8157649145478,247354
2013,109,3729,344,5326,7820,40.77197327975965,-73.8157649145478,247354
2014,109,871,107,5038,7898,40.77197327975965,-73.8157649145478,247354
2015,109,221,46,4474,7663,40.77197327975965,-73.8157649145478,247354
2016,109,250,40,4249,8119,40.77197327975965,-73.8157649145478,247354
2017,109,162,19,4062,8285,40.77197327975965,-73.8157649145478,247354
2018,109,97,23,3984,8503,40.77197327975965,-73.8157649145478,247354
2006,110,7452,420,6378,7122,40.74374673031607,-73.86210919324718,172634
2007,110,8052,430,6866,7207,40.74374673031607,-73.86210919324718,172634
2008,110,9881,352,6536,7006,40.74374673031607,-73.86210919324718,172634
2009,110,11652,556,6389,6369,40.74374673031607,-73.86210919324718,172634
2010,110,14368,659,6618,6689,40.74374673031607,-73.86210919324718,172634
2011,110,10795,677,6076,6399,40.74374673031607,-73.86210919324718,172634
2012,110,9090,597,5675,6766,40.74374673031607,-73.86210919324718,172634
2013,110,2737,367,5865,7157,40.74374673031607,-73.86210919324718,172634
2014,110,239,52,5664,7056,40.74374673031607,-73.86210919324718,172634
2015,110,192,67,5467,6629,40.74374673031607,-73.86210919324718,172634
2016,110,121,60,4457,6574,40.74374673031607,-73.86210919324718,172634
2017,110,139,70,3721,6214,40.74374673031607,-73.86210919324718,172634
2018,110,139,72,3656,6671,40.74374673031607,-73.86210919324718,172634
2006,111,4616,163,1955,3998,40.757512529509455,-73.76335238558491,116431
2007,111,3797,197,1844,3893,40.757512529509455,-73.76335238558491,116431
2008,111,4200,253,1857,3511,40.757512529509455,-73.76335238558491,116431
2009,111,4942,231,1904,3498,40.757512529509455,-73.76335238558491,116431
2010,111,4705,281,2006,3206,40.757512529509455,-73.76335238558491,116431
2011,111,4680,255,1805,3097,40.757512529509455,-73.76335238558491,116431
